wines_name,keywords_name,group_name
Bâtard-Montrachet Grand Cru,citrus blossom,floral
Bâtard-Montrachet Grand Cru,coffee,non_oak
Bâtard-Montrachet Grand Cru,coffee,oak
Bâtard-Montrachet Grand Cru,cream,microbio
Bâtard-Montrachet Grand Cru,cream,microbio
Bâtard-Montrachet Grand Cru,cream,microbio
Bâtard-Montrachet Grand Cru,cream,microbio
Bâtard-Montrachet Grand Cru,green apple,tree_fruit
Bâtard-Montrachet Grand Cru,green apple,tree_fruit
Bâtard-Montrachet Grand Cru,green apple,tree_fruit
Bâtard-Montrachet Grand Cru,green apple,tree_fruit
Bâtard-Montrachet Grand Cru,toast,microbio
Bâtard-Montrachet Grand Cru,toast,microbio
Bâtard-Montrachet Grand Cru,toast,microbio
Bâtard-Montrachet Grand Cru,toast,microbio
Bâtard-Montrachet Grand Cru,toast,non_oak
Bâtard-Montrachet Grand Cru,toast,non_oak
Bâtard-Montrachet Grand Cru,toast,non_oak
Bâtard-Montrachet Grand Cru,toast,non_oak
Bâtard-Montrachet Grand Cru,toasted bread,microbio
CASK 23 Cabernet Sauvignon,coffee,non_oak
CASK 23 Cabernet Sauvignon,coffee,oak
CASK 23 Cabernet Sauvignon,cream,microbio
CASK 23 Cabernet Sauvignon,toast,microbio
CASK 23 Cabernet Sauvignon,toast,non_oak
CASK 23 Cabernet Sauvignon,toasted almond,non_oak
Cabernet - Cabernet,coffee,non_oak
Cabernet - Cabernet,coffee,oak
Cabernet - Cabernet,cream,microbio
Cabernet - Cabernet,toast,microbio
Cabernet - Cabernet,toast,non_oak
Cabernet Sauvignon,citrus,citrus_fruit
Cabernet Sauvignon,citrus,citrus_fruit
Cabernet Sauvignon,citrus,citrus_fruit
Cabernet Sauvignon,citrus zest,citrus_fruit
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,non_oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,coffee,oak
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,cream,microbio
Cabernet Sauvignon,green apple,tree_fruit
Cabernet Sauvignon,green apple,tree_fruit
Cabernet Sauvignon,ground coffee,earth
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,microbio
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toast,non_oak
Cabernet Sauvignon,toasted almond,non_oak
Cabernet Sauvignon,toasted bread,microbio
Cabernet Sauvignon,toasted marshmallow,oak
Cabernet Sauvignon (Signature),citrus,citrus_fruit
Cabernet Sauvignon (Signature),coffee,non_oak
Cabernet Sauvignon (Signature),coffee,oak
Cabernet Sauvignon (Signature),cream,microbio
Cabernet Sauvignon (Signature),ground coffee,earth
Cabernet Sauvignon (Signature),toast,microbio
Cabernet Sauvignon (Signature),toast,non_oak
Cabernet Sauvignon Coeur De Vallée,coffee,non_oak
Cabernet Sauvignon Coeur De Vallée,coffee,oak
Cabernet Sauvignon Coeur De Vallée,cream,microbio
Cabochon Doppio Zero,citrus,citrus_fruit
Cabochon Doppio Zero,cream,microbio
Cabochon Doppio Zero,toast,microbio
Cabochon Doppio Zero,toast,non_oak
Calcarole Amarone della Valpolicella Classico,coffee,non_oak
Calcarole Amarone della Valpolicella Classico,coffee,oak
Calcarole Amarone della Valpolicella Classico,cream,microbio
Calcarole Amarone della Valpolicella Classico,toast,microbio
Calcarole Amarone della Valpolicella Classico,toast,non_oak
Calle Merlot Rosso Veronese,coffee,non_oak
Calle Merlot Rosso Veronese,coffee,oak
Campo Alla Sughera,coffee,non_oak
Campo Alla Sughera,coffee,oak
Campo Alla Sughera,toast,microbio
Campo Alla Sughera,toast,non_oak
Campo Inferi Amarone della Valpolicella Classico Riserva,coffee,non_oak
Campo Inferi Amarone della Valpolicella Classico Riserva,coffee,oak
Campo Inferi Amarone della Valpolicella Classico Riserva,cream,microbio
Campo Inferi Amarone della Valpolicella Classico Riserva,toasted almond,non_oak
Campo León Amarone della Valpolicella,coffee,non_oak
Campo León Amarone della Valpolicella,coffee,oak
Campo León Amarone della Valpolicella,cream,microbio
Campo León Amarone della Valpolicella,toast,microbio
Campo León Amarone della Valpolicella,toast,non_oak
Campo dei Gigli Amarone della Valpolicella,coffee,non_oak
Campo dei Gigli Amarone della Valpolicella,coffee,oak
Campo dei Gigli Amarone della Valpolicella,cream,microbio
Campo dei Gigli Amarone della Valpolicella,toast,microbio
Campo dei Gigli Amarone della Valpolicella,toast,non_oak
Campo del Drago Brunello di Montalcino,coffee,non_oak
Campo del Drago Brunello di Montalcino,coffee,oak
Campo del Drago Brunello di Montalcino,cream,microbio
Campo del Titari Amarone della Valpolicella Classico Riserva,coffee,non_oak
Campo del Titari Amarone della Valpolicella Classico Riserva,coffee,oak
Campo del Titari Amarone della Valpolicella Classico Riserva,cream,microbio
Campo del Titari Amarone della Valpolicella Classico Riserva,toast,microbio
Campo del Titari Amarone della Valpolicella Classico Riserva,toast,non_oak
Campogiovanni Brunello di Montalcino Riserva Il Quercione,coffee,non_oak
Campogiovanni Brunello di Montalcino Riserva Il Quercione,coffee,oak
Campogiovanni Brunello di Montalcino Riserva Il Quercione,cream,microbio
Campolongo di Torbe Amarone della Valpolicella Classico,coffee,non_oak
Campolongo di Torbe Amarone della Valpolicella Classico,coffee,oak
Camí Pesseroles,cream,microbio
Camí Pesseroles,toast,microbio
Camí Pesseroles,toast,non_oak
Cannubi Barolo,cream,microbio
Cannubi Barolo,toast,microbio
Cannubi Barolo,toast,non_oak
Capellanía Reserva,citrus,citrus_fruit
Capellanía Reserva,citrus zest,citrus_fruit
Capellanía Reserva,coffee,non_oak
Capellanía Reserva,coffee,oak
Capellanía Reserva,cream,microbio
Capellanía Reserva,green apple,tree_fruit
Capellanía Reserva,toast,microbio
Capellanía Reserva,toast,non_oak
Capellanía Reserva,toasted almond,non_oak
Capellanía Reserva,toasted nuts,non_oak
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,citrus,citrus_fruit
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,coffee,non_oak
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,coffee,oak
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,cream,microbio
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,ground coffee,earth
Carabantes Syrah,coffee,non_oak
Carabantes Syrah,coffee,oak
Carpathia Heritage,coffee,non_oak
Carpathia Heritage,coffee,oak
Carruades de Lafite Pauillac,citrus,citrus_fruit
Carruades de Lafite Pauillac,coffee,non_oak
Carruades de Lafite Pauillac,coffee,oak
Carruades de Lafite Pauillac,cream,microbio
Carruades de Lafite Pauillac,green apple,tree_fruit
Carruades de Lafite Pauillac,toast,microbio
Carruades de Lafite Pauillac,toast,non_oak
Castello della Sala Cervaro della Sala,citrus,citrus_fruit
Castello della Sala Cervaro della Sala,citrus blossom,floral
Castello della Sala Cervaro della Sala,citrus zest,citrus_fruit
Castello della Sala Cervaro della Sala,coffee,non_oak
Castello della Sala Cervaro della Sala,coffee,oak
Castello della Sala Cervaro della Sala,cream,microbio
Castello della Sala Cervaro della Sala,green apple,tree_fruit
Castello della Sala Cervaro della Sala,toast,microbio
Castello della Sala Cervaro della Sala,toast,non_oak
Castello della Sala Cervaro della Sala,toasted almond,non_oak
Castello della Sala Cervaro della Sala,toasted bread,microbio
Castello della Sala Cervaro della Sala,toasted marshmallow,oak
Castello della Sala Cervaro della Sala,toasted nuts,non_oak
Castello della Sala Muffato della Sala,citrus,citrus_fruit
Castello della Sala Muffato della Sala,citrus zest,citrus_fruit
Castello della Sala Muffato della Sala,coffee,non_oak
Castello della Sala Muffato della Sala,coffee,oak
Castello della Sala Muffato della Sala,cream,microbio
Castello della Sala Muffato della Sala,green apple,tree_fruit
Castillo Ygay Gran Reserva Especial Tinto,citrus,citrus_fruit
Castillo Ygay Gran Reserva Especial Tinto,coffee,non_oak
Castillo Ygay Gran Reserva Especial Tinto,coffee,oak
Castillo Ygay Gran Reserva Especial Tinto,cream,microbio
Castillo Ygay Gran Reserva Especial Tinto,green apple,tree_fruit
Castillo Ygay Gran Reserva Especial Tinto,toast,microbio
Castillo Ygay Gran Reserva Especial Tinto,toast,non_oak
Castillo Ygay Gran Reserva Especial Tinto,toasted bread,microbio
Castillo Ygay Gran Reserva Especial Tinto,toasted nuts,non_oak
Cava Celler Batlle,citrus,citrus_fruit
Cava Celler Batlle,coffee,non_oak
Cava Celler Batlle,coffee,oak
Cava Celler Batlle,cream,microbio
Cava Celler Batlle,green apple,tree_fruit
Cava Celler Batlle,toast,microbio
Cava Celler Batlle,toast,non_oak
Cava Celler Batlle,toasted almond,non_oak
Cava Celler Batlle,toasted bread,microbio
Ca’ del Merlo Rosso Veneto,coffee,non_oak
Ca’ del Merlo Rosso Veneto,coffee,oak
Ca’ del Merlo Rosso Veneto,cream,microbio
Cepparello Red,citrus,citrus_fruit
Cepparello Red,coffee,non_oak
Cepparello Red,coffee,oak
Cepparello Red,cream,microbio
Cepparello Red,toast,microbio
Cepparello Red,toast,non_oak
Cepparello Red,toasted almond,non_oak
Cerretalto Brunello di Montalcino,coffee,non_oak
Cerretalto Brunello di Montalcino,coffee,oak
Cerretalto Brunello di Montalcino,cream,microbio
Cerretalto Brunello di Montalcino,green apple,tree_fruit
Cerretalto Brunello di Montalcino,toast,microbio
Cerretalto Brunello di Montalcino,toast,non_oak
Cerretta Barolo Riserva (Vigna Bricco),coffee,non_oak
Cerretta Barolo Riserva (Vigna Bricco),coffee,oak
Cerretta Barolo Riserva (Vigna Bricco),cream,microbio
Cerretta Barolo Riserva (Vigna Bricco),toast,microbio
Cerretta Barolo Riserva (Vigna Bricco),toast,non_oak
Cerretta Barolo Riserva (Vigna Bricco),toasted almond,non_oak
Chablis Grand Cru 'Les Clos',citrus,citrus_fruit
Chablis Grand Cru 'Les Clos',citrus zest,citrus_fruit
Chablis Grand Cru 'Les Clos',green apple,tree_fruit
Chablis Grand Cru 'Les Clos',toasted nuts,non_oak
Chablis Grand Cru 'Valmur',citrus,citrus_fruit
Chablis Grand Cru 'Valmur',cream,microbio
Chablis Grand Cru 'Valmur',green apple,tree_fruit
Chablis Grand Cru 'Valmur',toast,microbio
Chablis Grand Cru 'Valmur',toast,non_oak
Chafandin,coffee,non_oak
Chafandin,coffee,oak
Chafandin,cream,microbio
Chafandin,toast,microbio
Chafandin,toast,non_oak
Chambertin Clos de Bèze Grand Cru,coffee,non_oak
Chambertin Clos de Bèze Grand Cru,coffee,non_oak
Chambertin Clos de Bèze Grand Cru,coffee,oak
Chambertin Clos de Bèze Grand Cru,coffee,oak
Chambertin Clos de Bèze Grand Cru,cream,microbio
Chambertin Clos de Bèze Grand Cru,toast,microbio
Chambertin Clos de Bèze Grand Cru,toast,non_oak
Chambertin Grand Cru,citrus,citrus_fruit
Chambertin Grand Cru,coffee,non_oak
Chambertin Grand Cru,coffee,non_oak
Chambertin Grand Cru,coffee,non_oak
Chambertin Grand Cru,coffee,non_oak
Chambertin Grand Cru,coffee,non_oak
Chambertin Grand Cru,coffee,oak
Chambertin Grand Cru,coffee,oak
Chambertin Grand Cru,coffee,oak
Chambertin Grand Cru,coffee,oak
Chambertin Grand Cru,coffee,oak
Chambertin Grand Cru,cream,microbio
Chambertin Grand Cru,cream,microbio
Chambertin Grand Cru,cream,microbio
Chambertin Grand Cru,toast,microbio
Chambertin Grand Cru,toast,microbio
Chambertin Grand Cru,toast,microbio
Chambertin Grand Cru,toast,microbio
Chambertin Grand Cru,toast,non_oak
Chambertin Grand Cru,toast,non_oak
Chambertin Grand Cru,toast,non_oak
Chambertin Grand Cru,toast,non_oak
Chambertin-Clos-de-Beze Grand Cru,coffee,non_oak
Chambertin-Clos-de-Beze Grand Cru,coffee,oak
Chambertin-Clos-de-Beze Grand Cru,cream,microbio
Chambertin-Clos-de-Beze Grand Cru,toast,microbio
Chambertin-Clos-de-Beze Grand Cru,toast,non_oak
Chambolle-Musigny,citrus,citrus_fruit
Chambolle-Musigny,coffee,non_oak
Chambolle-Musigny,coffee,oak
Chambolle-Musigny,cream,microbio
Chambolle-Musigny,toast,microbio
Chambolle-Musigny,toast,non_oak
Chambolle-Musigny Les Baudes,citrus,citrus_fruit
Chambolle-Musigny Les Cabottes,coffee,non_oak
Chambolle-Musigny Les Cabottes,coffee,oak
Chambolle-Musigny Les Cabottes,ground coffee,earth
Chambolle-Musigny Premier Cru 'Les Feusselottes',cream,microbio
Chambolle-Musigny Premier Cru 'Les Feusselottes',toast,microbio
Chambolle-Musigny Premier Cru 'Les Feusselottes',toast,non_oak
Champ Cain Extra Brut Champagne Grand Cru 'Avize',citrus,citrus_fruit
Champ Cain Extra Brut Champagne Grand Cru 'Avize',green apple,tree_fruit
Champ Cain Extra Brut Champagne Grand Cru 'Avize',toast,microbio
Champ Cain Extra Brut Champagne Grand Cru 'Avize',toast,non_oak
Champagne,citrus,citrus_fruit
Champagne,coffee,non_oak
Champagne,coffee,oak
Champagne,cream,microbio
Champagne,green apple,tree_fruit
Champagne,toast,microbio
Champagne,toast,non_oak
Chapelle d'Ausone Saint-Émilion Grand Cru,coffee,non_oak
Chapelle d'Ausone Saint-Émilion Grand Cru,coffee,oak
Chapelle d'Ausone Saint-Émilion Grand Cru,cream,microbio
Chapelle d'Ausone Saint-Émilion Grand Cru,toast,microbio
Chapelle d'Ausone Saint-Émilion Grand Cru,toast,non_oak
Chapelle-Chambertin Grand Cru,cream,microbio
Chapelle-Chambertin Grand Cru,toast,microbio
Chapelle-Chambertin Grand Cru,toast,non_oak
Chardonnay,citrus,citrus_fruit
Chardonnay,citrus,citrus_fruit
Chardonnay,citrus,citrus_fruit
Chardonnay,citrus blossom,floral
Chardonnay,citrus zest,citrus_fruit
Chardonnay,cream,microbio
Chardonnay,cream,microbio
Chardonnay,cream,microbio
Chardonnay,green apple,tree_fruit
Chardonnay,green apple,tree_fruit
Chardonnay,green apple,tree_fruit
Chardonnay,toast,microbio
Chardonnay,toast,microbio
Chardonnay,toast,microbio
Chardonnay,toast,non_oak
Chardonnay,toast,non_oak
Chardonnay,toast,non_oak
Chardonnay,toasted almond,non_oak
Chardonnay,toasted almond,non_oak
Chardonnay,toasted almond,non_oak
Chardonnay,toasted bread,microbio
Charlemagne Grand Cru,citrus,citrus_fruit
Charlemagne Grand Cru,cream,microbio
Charlemagne Grand Cru,green apple,tree_fruit
Charlemagne Grand Cru,toast,microbio
Charlemagne Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru,coffee,non_oak
Charmes-Chambertin Grand Cru,coffee,non_oak
Charmes-Chambertin Grand Cru,coffee,non_oak
Charmes-Chambertin Grand Cru,coffee,non_oak
Charmes-Chambertin Grand Cru,coffee,non_oak
Charmes-Chambertin Grand Cru,coffee,oak
Charmes-Chambertin Grand Cru,coffee,oak
Charmes-Chambertin Grand Cru,coffee,oak
Charmes-Chambertin Grand Cru,coffee,oak
Charmes-Chambertin Grand Cru,coffee,oak
Charmes-Chambertin Grand Cru,cream,microbio
Charmes-Chambertin Grand Cru,cream,microbio
Charmes-Chambertin Grand Cru,cream,microbio
Charmes-Chambertin Grand Cru,toast,microbio
Charmes-Chambertin Grand Cru,toast,microbio
Charmes-Chambertin Grand Cru,toast,microbio
Charmes-Chambertin Grand Cru,toast,microbio
Charmes-Chambertin Grand Cru,toast,microbio
Charmes-Chambertin Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru,toast,non_oak
Charmes-Chambertin Grand Cru Les Mazoyères,citrus,citrus_fruit
Charmes-Chambertin Grand Cru Les Mazoyères,coffee,non_oak
Charmes-Chambertin Grand Cru Les Mazoyères,coffee,oak
Charmes-Chambertin Grand Cru Les Mazoyères,cream,microbio
Charmes-Chambertin Grand Cru Les Mazoyères,toast,microbio
Charmes-Chambertin Grand Cru Les Mazoyères,toast,non_oak
Chassagne-Montrachet,citrus,citrus_fruit
Chassagne-Montrachet,citrus oil,earth
Chassagne-Montrachet,citrus zest,citrus_fruit
Chassagne-Montrachet,cream,microbio
Chassagne-Montrachet,green apple,tree_fruit
Chassagne-Montrachet,toast,microbio
Chassagne-Montrachet,toast,non_oak
Chassagne-Montrachet 1er Cru 'La Maltroie',citrus,citrus_fruit
Chassagne-Montrachet 1er Cru 'La Maltroie',citrus zest,citrus_fruit
Chassagne-Montrachet 1er Cru 'La Maltroie',cream,microbio
Chassagne-Montrachet 1er Cru 'La Maltroie',green apple,tree_fruit
Chassagne-Montrachet 1er Cru 'La Maltroie',toast,microbio
Chassagne-Montrachet 1er Cru 'La Maltroie',toast,non_oak
Chassagne-Montrachet 1er Cru 'Morgeot',citrus,citrus_fruit
Chassagne-Montrachet 1er Cru 'Morgeot',citrus,citrus_fruit
Chassagne-Montrachet 1er Cru 'Morgeot',cream,microbio
Chassagne-Montrachet 1er Cru 'Morgeot',cream,microbio
Chassagne-Montrachet 1er Cru 'Morgeot',green apple,tree_fruit
Chassagne-Montrachet 1er Cru 'Morgeot',toast,microbio
Chassagne-Montrachet 1er Cru 'Morgeot',toast,non_oak
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,citrus,citrus_fruit
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,citrus oil,earth
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,cream,microbio
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,green apple,tree_fruit
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,toast,microbio
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,toast,non_oak
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,toasted almond,non_oak
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,citrus,citrus_fruit
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,citrus zest,citrus_fruit
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,cream,microbio
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,green apple,tree_fruit
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,toast,microbio
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,toast,non_oak
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,toasted almond,non_oak
Chateau Buena Vista Cabernet Sauvignon Napa Valley,citrus,citrus_fruit
Chateau Buena Vista Cabernet Sauvignon Napa Valley,coffee,non_oak
Chateau Buena Vista Cabernet Sauvignon Napa Valley,coffee,oak
Chateau Buena Vista Cabernet Sauvignon Napa Valley,cream,microbio
Chateau Buena Vista Cabernet Sauvignon Napa Valley,green apple,tree_fruit
Chateau Buena Vista Cabernet Sauvignon Napa Valley,toast,microbio
Chateau Buena Vista Cabernet Sauvignon Napa Valley,toast,non_oak
Chateau Buena Vista Cabernet Sauvignon Napa Valley,toasted marshmallow,oak
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,citrus,citrus_fruit
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,cream,microbio
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,toast,microbio
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,toast,non_oak
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,toasted almond,non_oak
Chateauneuf-du-Pape Réserve des Célestins,coffee,non_oak
Chateauneuf-du-Pape Réserve des Célestins,coffee,oak
Chateauneuf-du-Pape Réserve des Célestins,toast,microbio
Chateauneuf-du-Pape Réserve des Célestins,toast,non_oak
Chateauneuf-du-Pape Réserve des Célestins,toasted bread,microbio
Chemin du Bois Champagne,citrus,citrus_fruit
Chemin du Bois Champagne,cream,microbio
Chemin du Bois Champagne,green apple,tree_fruit
Chemin du Bois Champagne,toast,microbio
Chemin du Bois Champagne,toast,non_oak
Chevalier-Montrachet Grand Cru,citrus,citrus_fruit
Chevalier-Montrachet Grand Cru,citrus blossom,floral
Chevalier-Montrachet Grand Cru,citrus zest,citrus_fruit
Chevalier-Montrachet Grand Cru,coffee,non_oak
Chevalier-Montrachet Grand Cru,coffee,oak
Chevalier-Montrachet Grand Cru,cream,microbio
Chevalier-Montrachet Grand Cru,green apple,tree_fruit
Chevalier-Montrachet Grand Cru,toast,microbio
Chevalier-Montrachet Grand Cru,toast,non_oak
Chevalier-Montrachet Grand Cru,toasted almond,non_oak
Chevalier-Montrachet Grand Cru,toasted nuts,non_oak
Chevalier-Montrachet Grand Cru Blanc,citrus,citrus_fruit
Chevalier-Montrachet Grand Cru Blanc,cream,microbio
Chevalier-Montrachet Grand Cru Blanc,green apple,tree_fruit
Chevalier-Montrachet Grand Cru Blanc,toast,microbio
Chevalier-Montrachet Grand Cru Blanc,toast,non_oak
Chevalier-Montrachet Grand Cru Blanc,toasted bread,microbio
Chevalier-Montrachet Grand Cru Les Demoiselles,citrus,citrus_fruit
Chevalier-Montrachet Grand Cru Les Demoiselles,cream,microbio
Chloe Chardonnay,citrus,citrus_fruit
Chloe Chardonnay,cream,microbio
Chloe Chardonnay,green apple,tree_fruit
Chloe Chardonnay,toast,microbio
Chloe Chardonnay,toast,non_oak
Chloe Chardonnay,toasted almond,non_oak
Château Margaux (Premier Grand Cru Classé),citrus,citrus_fruit
Château Margaux (Premier Grand Cru Classé),coffee,non_oak
Château Margaux (Premier Grand Cru Classé),coffee,oak
Château Margaux (Premier Grand Cru Classé),cream,microbio
Château Margaux (Premier Grand Cru Classé),green apple,tree_fruit
Château Margaux (Premier Grand Cru Classé),ground coffee,earth
Château Margaux (Premier Grand Cru Classé),toast,microbio
Château Margaux (Premier Grand Cru Classé),toast,non_oak
Château Margaux (Premier Grand Cru Classé),toasted almond,non_oak
Château Margaux (Premier Grand Cru Classé),toasted bread,microbio
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,citrus,citrus_fruit
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,cream,microbio
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,toast,microbio
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,toast,non_oak
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,toasted bread,microbio
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,coffee,non_oak
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,coffee,oak
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,cream,microbio
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,toast,microbio
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,toast,non_oak
Châteauneuf-du-Pape,citrus,citrus_fruit
Châteauneuf-du-Pape,citrus,citrus_fruit
Châteauneuf-du-Pape,citrus,citrus_fruit
Châteauneuf-du-Pape,coffee,non_oak
Châteauneuf-du-Pape,coffee,non_oak
Châteauneuf-du-Pape,coffee,non_oak
Châteauneuf-du-Pape,coffee,oak
Châteauneuf-du-Pape,coffee,oak
Châteauneuf-du-Pape,coffee,oak
Châteauneuf-du-Pape,cream,microbio
Châteauneuf-du-Pape,cream,microbio
Châteauneuf-du-Pape,cream,microbio
Châteauneuf-du-Pape,green apple,tree_fruit
Châteauneuf-du-Pape,green apple,tree_fruit
Châteauneuf-du-Pape,ground coffee,earth
Châteauneuf-du-Pape,toast,microbio
Châteauneuf-du-Pape,toast,microbio
Châteauneuf-du-Pape,toast,microbio
Châteauneuf-du-Pape,toast,non_oak
Châteauneuf-du-Pape,toast,non_oak
Châteauneuf-du-Pape,toast,non_oak
Châteauneuf-du-Pape,toasted bread,microbio
Châteauneuf-du-Pape Amiral G,citrus,citrus_fruit
Châteauneuf-du-Pape Amiral G,coffee,non_oak
Châteauneuf-du-Pape Amiral G,coffee,oak
Châteauneuf-du-Pape Amiral G,cream,microbio
Châteauneuf-du-Pape Amiral G,toast,microbio
Châteauneuf-du-Pape Amiral G,toast,non_oak
Châteauneuf-du-Pape Chaupin,citrus,citrus_fruit
Châteauneuf-du-Pape Chaupin,coffee,non_oak
Châteauneuf-du-Pape Chaupin,coffee,oak
Châteauneuf-du-Pape Chaupin,cream,microbio
Châteauneuf-du-Pape Chaupin,toast,microbio
Châteauneuf-du-Pape Chaupin,toast,non_oak
Châteauneuf-du-Pape Réservé Blanc,citrus,citrus_fruit
Châteauneuf-du-Pape Réservé Blanc,citrus oil,earth
Châteauneuf-du-Pape Réservé Blanc,cream,microbio
Châteauneuf-du-Pape Réservé Blanc,green apple,tree_fruit
Châteauneuf-du-Pape Réservé Blanc,toast,microbio
Châteauneuf-du-Pape Réservé Blanc,toast,non_oak
Cinque Autoctoni Collection Limited Release,citrus,citrus_fruit
Cinque Autoctoni Collection Limited Release,coffee,non_oak
Cinque Autoctoni Collection Limited Release,coffee,oak
Cinque Autoctoni Collection Limited Release,cream,microbio
Cinque Autoctoni Collection Limited Release,green apple,tree_fruit
Cirsion Rioja,coffee,non_oak
Cirsion Rioja,coffee,oak
Cirsion Rioja,cream,microbio
Cirsion Rioja,toast,microbio
Cirsion Rioja,toast,non_oak
Clio,citrus,citrus_fruit
Clio,coffee,non_oak
Clio,coffee,oak
Clio,cream,microbio
Clio,toast,microbio
Clio,toast,non_oak
Clio,toasted almond,non_oak
Clio,toasted bread,microbio
Clos Apalta,citrus,citrus_fruit
Clos Apalta,citrus zest,citrus_fruit
Clos Apalta,coffee,non_oak
Clos Apalta,coffee,oak
Clos Apalta,cream,microbio
Clos Apalta,green apple,tree_fruit
Clos Apalta,ground coffee,earth
Clos Apalta,toast,microbio
Clos Apalta,toast,non_oak
Clos Apalta,toasted nuts,non_oak
Clos Le Léon Dizy Champagne,green apple,tree_fruit
Clos Saint Denis Grand Cru,citrus,citrus_fruit
Clos Sainte Hune Riesling Alsace,citrus,citrus_fruit
Clos Sainte Hune Riesling Alsace,coffee,non_oak
Clos Sainte Hune Riesling Alsace,coffee,oak
Clos Sainte Hune Riesling Alsace,cream,microbio
Clos Sainte Hune Riesling Alsace,green apple,tree_fruit
Clos Sainte Hune Riesling Alsace,toast,microbio
Clos Sainte Hune Riesling Alsace,toast,non_oak
Clos Vougeot Grand Cru,citrus,citrus_fruit
Clos Vougeot Grand Cru,cream,microbio
Clos Vougeot Grand Cru,cream,microbio
Clos Vougeot Grand Cru,toast,microbio
Clos Vougeot Grand Cru,toast,non_oak
Clos de Bèze Grand Cru,coffee,non_oak
Clos de Bèze Grand Cru,coffee,oak
Clos de L'Obac,citrus zest,citrus_fruit
Clos de L'Obac,coffee,non_oak
Clos de L'Obac,coffee,oak
Clos de L'Obac,cream,microbio
Clos de L'Obac,toast,microbio
Clos de L'Obac,toast,non_oak
Clos de L'Obac,toasted nuts,non_oak
Clos de Tart Grand Cru,coffee,non_oak
Clos de Tart Grand Cru,coffee,oak
